Country,Time,Balance,Product,Value,Unit
United States,24-Sep,Net Electricity Production,Total Combustible Fuels,231605.4888,GWh
United States,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",57439.383,GWh
United States,24-Sep,Net Electricity Production,Oil and Petroleum Products,2463.0242,GWh
United States,24-Sep,Net Electricity Production,Natural Gas,167054.2945,GWh
United States,24-Sep,Net Electricity Production,Combustible Renewables,3992.7497,GWh
United States,24-Sep,Net Electricity Production,Other Combustible Non-Renewables,656.0375,GWh
United States,24-Sep,Net Electricity Production,Geothermal,1275.5806,GWh
United States,24-Sep,Net Electricity Production,Solar,25486.2424,GWh
United States,24-Sep,Net Electricity Production,Not Specified,1034.5426,GWh
United States,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",78617.6364,GWh
United States,24-Sep,Total Imports,Electricity,2917.2338,GWh
United States,24-Sep,Total Exports,Electricity,1793.1012,GWh
United States,24-Sep,Used for pumped storage,Electricity,2801.9483,GWh
United States,24-Sep,Distribution Losses,Electricity,13166.2256,GWh
United States,24-Sep,Final Consumption (Calculated),Electricity,355122.8693,GWh
United States,24-Sep,Net Electricity Production,Wind,28760.6474,GWh
OECD Americas,24-Sep,Net Electricity Production,Electricity,462955.8809,GWh
OECD Americas,24-Sep,Net Electricity Production,Nuclear,70805.1467,GWh
OECD Americas,24-Sep,Net Electricity Production,Hydro,53873.4995,GWh
OECD Americas,24-Sep,Net Electricity Production,Total Combustible Fuels,270994.3741,GWh
OECD Americas,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",62382.0514,GWh
OECD Americas,24-Sep,Net Electricity Production,Oil and Petroleum Products,5404.1158,GWh
OECD Americas,24-Sep,Net Electricity Production,Natural Gas,197164.5951,GWh
OECD Americas,24-Sep,Net Electricity Production,Combustible Renewables,5357.6903,GWh
OECD Americas,24-Sep,Net Electricity Production,Other Combustible Non-Renewables,685.9214,GWh
OECD Americas,24-Sep,Net Electricity Production,Geothermal,1680.8201,GWh
OECD Americas,24-Sep,Net Electricity Production,Solar,30068.4662,GWh
OECD Americas,24-Sep,Net Electricity Production,Not Specified,1450.2092,GWh
OECD Americas,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",125063.8412,GWh
OECD Americas,24-Sep,Total Imports,Electricity,4620.3998,GWh
OECD Americas,24-Sep,Total Exports,Electricity,5708.7723,GWh
OECD Americas,24-Sep,Used for pumped storage,Electricity,2816.6882,GWh
OECD Americas,24-Sep,Distribution Losses,Electricity,20292.9409,GWh
OECD Americas,24-Sep,Final Consumption (Calculated),Electricity,438757.8794,GWh
OECD Americas,24-Sep,Net Electricity Production,Wind,34083.3652,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,Electricity,163812.3866,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,Nuclear,22272.7435,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,Hydro,10318.0359,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,Total Combustible Fuels,106216.4229,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",51698.3743,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,Oil and Petroleum Products,2435.0641,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,Natural Gas,45534.2824,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,Combustible Renewables,4549.6702,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,Other Combustible Non-Renewables,1999.032,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,Geothermal,1044.6671,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,Solar,17114.272,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,Other Renewables,37.936,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,Not Specified,2069.6786,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",37803.2119,GWh
OECD Asia Oceania,24-Sep,Used for pumped storage,Electricity,1948.17,GWh
OECD Asia Oceania,24-Sep,Distribution Losses,Electricity,7116.8908,GWh
OECD Asia Oceania,24-Sep,Final Consumption (Calculated),Electricity,154747.3258,GWh
OECD Asia Oceania,24-Sep,Net Electricity Production,Wind,4738.6307,GWh
OECD Europe,24-Sep,Net Electricity Production,Electricity,268185.5739,GWh
OECD Europe,24-Sep,Net Electricity Production,Nuclear,51267.0289,GWh
OECD Europe,24-Sep,Net Electricity Production,Hydro,45615.0552,GWh
OECD Europe,24-Sep,Net Electricity Production,Total Combustible Fuels,91586.4751,GWh
OECD Europe,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",29451.8244,GWh
OECD Europe,24-Sep,Net Electricity Production,Oil and Petroleum Products,3004.1154,GWh
OECD Europe,24-Sep,Net Electricity Production,Natural Gas,42334.324,GWh
OECD Europe,24-Sep,Net Electricity Production,Combustible Renewables,14666.1041,GWh
OECD Europe,24-Sep,Net Electricity Production,Other Combustible Non-Renewables,2130.1073,GWh
OECD Europe,24-Sep,Net Electricity Production,Geothermal,1566.0078,GWh
OECD Europe,24-Sep,Net Electricity Production,Solar,33056.412,GWh
OECD Europe,24-Sep,Net Electricity Production,Other Renewables,39.5074,GWh
OECD Europe,24-Sep,Net Electricity Production,Not Specified,674.4826,GWh
OECD Europe,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",139323.6913,GWh
OECD Europe,24-Sep,Total Imports,Electricity,38959.0736,GWh
OECD Europe,24-Sep,Total Exports,Electricity,40564.1271,GWh
OECD Europe,24-Sep,Used for pumped storage,Electricity,4663.5961,GWh
OECD Europe,24-Sep,Distribution Losses,Electricity,17242.9875,GWh
OECD Europe,24-Sep,Final Consumption (Calculated),Electricity,244673.9368,GWh
OECD Europe,24-Sep,Net Electricity Production,Wind,44380.6048,GWh
OECD Total,24-Sep,Net Electricity Production,Electricity,894953.8415,GWh
OECD Total,24-Sep,Net Electricity Production,Nuclear,144344.9191,GWh
OECD Total,24-Sep,Net Electricity Production,Hydro,109806.5905,GWh
OECD Total,24-Sep,Net Electricity Production,Total Combustible Fuels,468797.2721,GWh
OECD Total,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",143532.2501,GWh
OECD Total,24-Sep,Net Electricity Production,Oil and Petroleum Products,10843.2953,GWh
OECD Total,24-Sep,Net Electricity Production,Natural Gas,285033.2015,GWh
OECD Total,24-Sep,Net Electricity Production,Combustible Renewables,24573.4646,GWh
OECD Total,24-Sep,Net Electricity Production,Other Combustible Non-Renewables,4815.0606,GWh
OECD Total,24-Sep,Net Electricity Production,Geothermal,4291.4949,GWh
OECD Total,24-Sep,Net Electricity Production,Solar,80239.1502,GWh
OECD Total,24-Sep,Net Electricity Production,Other Renewables,77.4434,GWh
OECD Total,24-Sep,Net Electricity Production,Not Specified,4194.3704,GWh
OECD Total,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",302190.7444,GWh
OECD Total,24-Sep,Total Imports,Electricity,43579.4734,GWh
OECD Total,24-Sep,Total Exports,Electricity,46272.8994,GWh
OECD Total,24-Sep,Used for pumped storage,Electricity,9428.4542,GWh
OECD Total,24-Sep,Distribution Losses,Electricity,44652.8192,GWh
OECD Total,24-Sep,Final Consumption (Calculated),Electricity,838179.142,GWh
OECD Total,24-Sep,Net Electricity Production,Wind,83202.6007,GWh
IEA Total,24-Sep,Net Electricity Production,Electricity,876299.3733,GWh
IEA Total,24-Sep,Net Electricity Production,Nuclear,143848.9111,GWh
IEA Total,24-Sep,Net Electricity Production,Hydro,101023.9268,GWh
IEA Total,24-Sep,Net Electricity Production,Total Combustible Fuels,463214.8766,GWh
IEA Total,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",141447.0355,GWh
IEA Total,24-Sep,Net Electricity Production,Oil and Petroleum Products,10413.5251,GWh
IEA Total,24-Sep,Net Electricity Production,Natural Gas,282617.188,GWh
IEA Total,24-Sep,Net Electricity Production,Combustible Renewables,23922.5049,GWh
IEA Total,24-Sep,Net Electricity Production,Other Combustible Non-Renewables,4814.623,GWh
IEA Total,24-Sep,Net Electricity Production,Geothermal,3695.7209,GWh
IEA Total,24-Sep,Net Electricity Production,Solar,78205.4803,GWh
IEA Total,24-Sep,Net Electricity Production,Other Renewables,77.4434,GWh
IEA Total,24-Sep,Net Electricity Production,Not Specified,4194.3704,GWh
IEA Total,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",288963.7201,GWh
IEA Total,24-Sep,Total Imports,Electricity,42291.5946,GWh
IEA Total,24-Sep,Total Exports,Electricity,44758.2641,GWh
IEA Total,24-Sep,Used for pumped storage,Electricity,9400.4588,GWh
IEA Total,24-Sep,Distribution Losses,Electricity,43241.9088,GWh
IEA Total,24-Sep,Final Consumption (Calculated),Electricity,821190.3363,GWh
IEA Total,24-Sep,Net Electricity Production,Wind,82038.6438,GWh
Argentina,24-Sep,Net Electricity Production,Electricity,10855.9376,GWh
Argentina,24-Sep,Net Electricity Production,Nuclear,482.7844,GWh
Argentina,24-Sep,Net Electricity Production,Hydro,2186.939,GWh
Argentina,24-Sep,Net Electricity Production,Total Combustible Fuels,6304.7632,GWh
Argentina,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",48.8024,GWh
Argentina,24-Sep,Net Electricity Production,Oil and Petroleum Products,16.8669,GWh
Argentina,24-Sep,Net Electricity Production,Natural Gas,6003.4178,GWh
Argentina,24-Sep,Net Electricity Production,Combustible Renewables,235.6761,GWh
Argentina,24-Sep,Net Electricity Production,Solar,368.2885,GWh
Argentina,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4304.066,GWh
Argentina,24-Sep,Net Electricity Production,Wind,1513.1624,GWh
Brazil,24-Sep,Net Electricity Production,Electricity,65068.1204,GWh
Brazil,24-Sep,Net Electricity Production,Nuclear,1358.298,GWh
Brazil,24-Sep,Net Electricity Production,Hydro,27549.1746,GWh
Brazil,24-Sep,Net Electricity Production,Total Combustible Fuels,18414.5782,GWh
Brazil,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",1667.8514,GWh
Brazil,24-Sep,Net Electricity Production,Oil and Petroleum Products,1649.7155,GWh
Brazil,24-Sep,Net Electricity Production,Natural Gas,8764.1165,GWh
Brazil,24-Sep,Net Electricity Production,Combustible Renewables,6243.7134,GWh
Brazil,24-Sep,Net Electricity Production,Other Combustible Non-Renewables,89.1814,GWh
Brazil,24-Sep,Net Electricity Production,Solar,6111.7541,GWh
Brazil,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",51538.9577,GWh
Brazil,24-Sep,Net Electricity Production,Wind,11634.3155,GWh
Bulgaria,24-Sep,Net Electricity Production,Electricity,2968.7412,GWh
Bulgaria,24-Sep,Net Electricity Production,Nuclear,1390.706,GWh
Bulgaria,24-Sep,Net Electricity Production,Hydro,134.1216,GWh
Bulgaria,24-Sep,Net Electricity Production,Total Combustible Fuels,828.1,GWh
Bulgaria,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",559.7377,GWh
Bulgaria,24-Sep,Net Electricity Production,Oil and Petroleum Products,29.7397,GWh
Bulgaria,24-Sep,Net Electricity Production,Natural Gas,104.8018,GWh
Bulgaria,24-Sep,Net Electricity Production,Combustible Renewables,133.8208,GWh
Bulgaria,24-Sep,Net Electricity Production,Solar,509.4465,GWh
Bulgaria,24-Sep,Net Electricity Production,Not Specified,5.4979,GWh
Bulgaria,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",878.2581,GWh
Bulgaria,24-Sep,Net Electricity Production,Wind,100.8691,GWh
People's Republic of China,24-Sep,Net Electricity Production,Electricity,835909.8505,GWh
People's Republic of China,24-Sep,Net Electricity Production,Nuclear,33876.0636,GWh
People's Republic of China,24-Sep,Net Electricity Production,Hydro,126911.4576,GWh
People's Republic of China,24-Sep,Net Electricity Production,Total Combustible Fuels,529125.9017,GWh
People's Republic of China,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",486022.0255,GWh
People's Republic of China,24-Sep,Net Electricity Production,Oil and Petroleum Products,754.3642,GWh
People's Republic of China,24-Sep,Net Electricity Production,Natural Gas,24851.0337,GWh
People's Republic of China,24-Sep,Net Electricity Production,Combustible Renewables,16873.2763,GWh
People's Republic of China,24-Sep,Net Electricity Production,Other Combustible Non-Renewables,625.202,GWh
People's Republic of China,24-Sep,Net Electricity Production,Geothermal,14.7177,GWh
People's Republic of China,24-Sep,Net Electricity Production,Solar,70270.7289,GWh
People's Republic of China,24-Sep,Net Electricity Production,Other Renewables,1.4777,GWh
People's Republic of China,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",289781.1615,GWh
People's Republic of China,24-Sep,Net Electricity Production,Wind,75709.5032,GWh
Croatia,24-Sep,Net Electricity Production,Electricity,1045.5728,GWh
Croatia,24-Sep,Net Electricity Production,Hydro,323.69,GWh
Croatia,24-Sep,Net Electricity Production,Total Combustible Fuels,395.1429,GWh
Croatia,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",79.77,GWh
Croatia,24-Sep,Net Electricity Production,Oil and Petroleum Products,2.2197,GWh
Croatia,24-Sep,Net Electricity Production,Natural Gas,244.6889,GWh
Croatia,24-Sep,Net Electricity Production,Combustible Renewables,68.4644,GWh
Croatia,24-Sep,Net Electricity Production,Solar,80.2017,GWh
Croatia,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",718.8942,GWh
Croatia,24-Sep,Net Electricity Production,Wind,246.5381,GWh
Cyprus,24-Sep,Net Electricity Production,Electricity,505.9168,GWh
Cyprus,24-Sep,Net Electricity Production,Total Combustible Fuels,365.0135,GWh
Cyprus,24-Sep,Net Electricity Production,Oil and Petroleum Products,361.2256,GWh
Cyprus,24-Sep,Net Electricity Production,Combustible Renewables,3.7879,GWh
Cyprus,24-Sep,Net Electricity Production,Solar,123.2848,GWh
Cyprus,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",144.6912,GWh
Cyprus,24-Sep,Net Electricity Production,Wind,17.6185,GWh
India,24-Sep,Net Electricity Production,Electricity,161571.1019,GWh
India,24-Sep,Net Electricity Production,Nuclear,4630.8675,GWh
India,24-Sep,Net Electricity Production,Hydro,22029.7222,GWh
India,24-Sep,Net Electricity Production,Total Combustible Fuels,113263.3819,GWh
India,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",106503.4999,GWh
India,24-Sep,Net Electricity Production,Oil and Petroleum Products,995.7907,GWh
India,24-Sep,Net Electricity Production,Natural Gas,4213.5815,GWh
India,24-Sep,Net Electricity Production,Combustible Renewables,1371.9939,GWh
India,24-Sep,Net Electricity Production,Other Combustible Non-Renewables,178.5159,GWh
India,24-Sep,Net Electricity Production,Solar,11516.5643,GWh
India,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",45048.8463,GWh
India,24-Sep,Net Electricity Production,Wind,10130.566,GWh
Malta,24-Sep,Net Electricity Production,Electricity,171.7095,GWh
Malta,24-Sep,Net Electricity Production,Total Combustible Fuels,142.7509,GWh
Malta,24-Sep,Net Electricity Production,Oil and Petroleum Products,0.1423,GWh
Malta,24-Sep,Net Electricity Production,Natural Gas,141.881,GWh
Malta,24-Sep,Net Electricity Production,Combustible Renewables,0.7276,GWh
Malta,24-Sep,Net Electricity Production,Solar,28.9586,GWh
Malta,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",29.6861,GWh
North Macedonia,24-Sep,Net Electricity Production,Electricity,438.8624,GWh
North Macedonia,24-Sep,Net Electricity Production,Hydro,61.0665,GWh
North Macedonia,24-Sep,Net Electricity Production,Total Combustible Fuels,272.1561,GWh
North Macedonia,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",119.7044,GWh
North Macedonia,24-Sep,Net Electricity Production,Oil and Petroleum Products,13.2051,GWh
North Macedonia,24-Sep,Net Electricity Production,Natural Gas,134.7259,GWh
North Macedonia,24-Sep,Net Electricity Production,Combustible Renewables,4.5207,GWh
North Macedonia,24-Sep,Net Electricity Production,Solar,93.7191,GWh
North Macedonia,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",171.227,GWh
North Macedonia,24-Sep,Net Electricity Production,Wind,11.9206,GWh
Romania,24-Sep,Net Electricity Production,Electricity,3820.7596,GWh
Romania,24-Sep,Net Electricity Production,Nuclear,889.1168,GWh
Romania,24-Sep,Net Electricity Production,Hydro,879.2603,GWh
Romania,24-Sep,Net Electricity Production,Total Combustible Fuels,1148.4392,GWh
Romania,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",469.7413,GWh
Romania,24-Sep,Net Electricity Production,Oil and Petroleum Products,47.5606,GWh
Romania,24-Sep,Net Electricity Production,Natural Gas,601.7015,GWh
Romania,24-Sep,Net Electricity Production,Combustible Renewables,29.4358,GWh
Romania,24-Sep,Net Electricity Production,Solar,383.1215,GWh
Romania,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1812.6393,GWh
Romania,24-Sep,Net Electricity Production,Wind,520.8217,GWh
Serbia,24-Sep,Net Electricity Production,Electricity,2354.6232,GWh
Serbia,24-Sep,Net Electricity Production,Hydro,568.2775,GWh
Serbia,24-Sep,Net Electricity Production,Total Combustible Fuels,1651.601,GWh
Serbia,24-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",1501.3155,GWh
Serbia,24-Sep,Net Electricity Production,Oil and Petroleum Products,1.0275,GWh
Serbia,24-Sep,Net Electricity Production,Natural Gas,111.1252,GWh
Serbia,24-Sep,Net Electricity Production,Combustible Renewables,31.2102,GWh
Serbia,24-Sep,Net Electricity Production,Other Combustible Non-Renewables,6.9224,GWh
Serbia,24-Sep,Net Electricity Production,Solar,15.9338,GWh
Serbia,24-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",734.2325,GWh
Serbia,24-Sep,Net Electricity Production,Wind,118.8109,GWh
Australia,24-Aug,Net Electricity Production,Electricity,23055.5059,GWh
Australia,24-Aug,Net Electricity Production,Hydro,1050.9109,GWh
Australia,24-Aug,Net Electricity Production,Total Combustible Fuels,14895.4354,GWh
Australia,24-Aug,Net Electricity Production,"Coal, Peat and Manufactured Gases",10006.9456,GWh
Australia,24-Aug,Net Electricity Production,Oil and Petroleum Products,416.4501,GWh
Australia,24-Aug,Net Electricity Production,Natural Gas,4186.9303,GWh
Australia,24-Aug,Net Electricity Production,Combustible Renewables,285.1094,GWh
Australia,24-Aug,Net Electricity Production,Solar,3671.6164,GWh
Australia,24-Aug,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8445.1798,GWh
Australia,24-Aug,Used for pumped storage,Electricity,106.3719,GWh
Australia,24-Aug,Distribution Losses,Electricity,1160.9293,GWh
Australia,24-Aug,Final Consumption (Calculated),Electricity,21788.2047,GWh
Australia,24-Aug,Net Electricity Production,Wind,3437.5432,GWh
Austria,24-Aug,Net Electricity Production,Electricity,5895.4544,GWh
Austria,24-Aug,Net Electricity Production,Hydro,3743.213,GWh
Austria,24-Aug,Net Electricity Production,Total Combustible Fuels,738.903,GWh
Austria,24-Aug,Net Electricity Production,"Coal, Peat and Manufactured Gases",136.4771,GWh
Austria,24-Aug,Net Electricity Production,Oil and Petroleum Products,47.6617,GWh
Austria,24-Aug,Net Electricity Production,Natural Gas,150.5235,GWh
Austria,24-Aug,Net Electricity Production,Combustible Renewables,350.0782,GWh
Austria,24-Aug,Net Electricity Production,Other Combustible Non-Renewables,54.1625,GWh
Austria,24-Aug,Net Electricity Production,Geothermal,0,GWh
Austria,24-Aug,Net Electricity Production,Solar,1022.2119,GWh
Austria,24-Aug,Net Electricity Production,Not Specified,0.7321,GWh
Austria,24-Aug,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5505.8976,GWh
Austria,24-Aug,Total Imports,Electricity,1763.2479,GWh
Austria,24-Aug,Total Exports,Electricity,1894.6899,GWh
Austria,24-Aug,Used for pumped storage,Electricity,511.3381,GWh
Austria,24-Aug,Distribution Losses,Electricity,240.116,GWh
Austria,24-Aug,Final Consumption (Calculated),Electricity,5012.5583,GWh
Austria,24-Aug,Net Electricity Production,Wind,390.3945,GWh
Belgium,24-Aug,Net Electricity Production,Electricity,6371.5877,GWh
Belgium,24-Aug,Net Electricity Production,Nuclear,2734.9432,GWh
Belgium,24-Aug,Net Electricity Production,Hydro,109.0222,GWh
Belgium,24-Aug,Net Electricity Production,Total Combustible Fuels,1401.6898,GWh
Belgium,24-Aug,Net Electricity Production,"Coal, Peat and Manufactured Gases",189.5556,GWh
Belgium,24-Aug,Net Electricity Production,Oil and Petroleum Products,18.2001,GWh
Belgium,24-Aug,Net Electricity Production,Natural Gas,748.1536,GWh
Belgium,24-Aug,Net Electricity Production,Combustible Renewables,327.6487,GWh
Belgium,24-Aug,Net Electricity Production,Other Combustible Non-Renewables,118.1317,GWh
Belgium,24-Aug,Net Electricity Production,Solar,1282.9488,GWh
Belgium,24-Aug,Net Electricity Production,Not Specified,46.624,GWh
Belgium,24-Aug,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2515.9795,GWh
Belgium,24-Aug,Total Imports,Electricity,1921.316,GWh
Belgium,24-Aug,Total Exports,Electricity,1558.434,GWh
Belgium,24-Aug,Used for pumped storage,Electricity,126.373,GWh
Belgium,24-Aug,Distribution Losses,Electricity,262.2762,GWh
Belgium,24-Aug,Final Consumption (Calculated),Electricity,6345.8206,GWh
Belgium,24-Aug,Net Electricity Production,Wind,796.3598,GWh
Canada,24-Aug,Net Electricity Production,Electricity,49049.273,GWh
Canada,24-Aug,Net Electricity Production,Nuclear,7284.294,GWh
Canada,24-Aug,Net Electricity Production,Hydro,26456.0236,GWh
Canada,24-Aug,Net Electricity Production,Total Combustible Fuels,11847.6974,GWh
Canada,24-Aug,Net Electricity Production,"Coal, Peat and Manufactured Gases",1224.0758,GWh
Canada,24-Aug,Net Electricity Production,Oil and Petroleum Products,409.7662,GWh
Canada,24-Aug,Net Electricity Production,Natural Gas,9348.9146,GWh
Canada,24-Aug,Net Electricity Production,Combustible Renewables,853.6097,GWh
Canada,24-Aug,Net Electricity Production,Other Combustible Non-Renewables,11.3311,GWh
Canada,24-Aug,Net Electricity Production,Solar,775.468,GWh
Canada,24-Aug,Net Electricity Production,Not Specified,26,GWh
Canada,24-Aug,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",30744.8912,GWh
Canada,24-Aug,Total Imports,Electricity,1384.3432,GWh
Canada,24-Aug,Total Exports,Electricity,3721.736,GWh
Canada,24-Aug,Used for pumped storage,Electricity,16.172,GWh
Canada,24-Aug,Distribution Losses,Electricity,2164.4241,GWh
Canada,24-Aug,Final Consumption (Calculated),Electricity,44531.2841,GWh
Canada,24-Aug,Net Electricity Production,Wind,2659.79,GWh
Chile,24-Aug,Net Electricity Production,Electricity,7449.0652,GWh
Chile,24-Aug,Net Electricity Production,Hydro,2320.5312,GWh
Chile,24-Aug,Net Electricity Production,Total Combustible Fuels,2717.6887,GWh
Chile,24-Aug,Net Electricity Production,"Coal, Peat and Manufactured Gases",1018.0013,GWh
Chile,24-Aug,Net Electricity Production,Oil and Petroleum Products,51.1859,GWh
Chile,24-Aug,Net Electricity Production,Natural Gas,1136.92,GWh
Chile,24-Aug,Net Electricity Production,Combustible Renewables,511.5816,GWh
Chile,24-Aug,Net Electricity Production,Geothermal,22.3613,GWh
Chile,24-Aug,Net Electricity Production,Solar,1393.6677,GWh
Chile,24-Aug,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5242.958,GWh
Chile,24-Aug,Distribution Losses,Electricity,481.1373,GWh
Chile,24-Aug,Final Consumption (Calculated),Electricity,6967.9279,GWh
Chile,24-Aug,Net Electricity Production,Wind,994.8162,GWh
Colombia,24-Aug,Net Electricity Production,Electricity,7669.4756,GWh
Colombia,24-Aug,Net Electricity Production,Hydro,5091.0683,GWh
Colombia,24-Aug,Net Electricity Production,Total Combustible Fuels,2254.3356,GWh
Colombia,24-Aug,Net Electricity Production,"Coal, Peat and Manufactured Gases",837.8124,GWh
Colombia,24-Aug,Net Electricity Production,Oil and Petroleum Products,265.5274,GWh
Colombia,24-Aug,Net Electricity Production,Natural Gas,1061.5337,GWh
Colombia,24-Aug,Net Electricity Production,Combustible Renewables,89.462,GWh
Colombia,24-Aug,Net Electricity Production,Solar,311.6606,GWh
Colombia,24-Aug,Net Electricity Production,Not Specified,0,GWh
Colombia,24-Aug,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5504.6021,GWh
Colombia,24-Aug,Total Imports,Electricity,0.0015,GWh
Colombia,24-Aug,Total Exports,Electricity,282.8893,GWh
Colombia,24-Aug,Distribution Losses,Electricity,710.3157,GWh
Colombia,24-Aug,Final Consumption (Calculated),Electricity,6676.2721,GWh
Colombia,24-Aug,Net Electricity Production,Wind,12.4112,GWh
Costa Rica,24-Aug,Remarks,Data is estimated for this month,,GWh
Costa Rica,24-Aug,Net Electricity Production,Electricity,1037.5036,GWh
Costa Rica,24-Aug,Net Electricity Production,Hydro,751.0591,GWh
Costa Rica,24-Aug,Net Electricity Production,Total Combustible Fuels,64.7773,GWh
Costa Rica,24-Aug,Net Electricity Production,Oil and Petroleum Products,64.5728,GWh
Costa Rica,24-Aug,Net Electricity Production,Combustible Renewables,0.2045,GWh
Costa Rica,24-Aug,Net Electricity Production,Geothermal,137.4903,GWh
Costa Rica,24-Aug,Net Electricity Production,Solar,10.6932,GWh
Costa Rica,24-Aug,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",972.9308,GWh
Costa Rica,24-Aug,Total Imports,Electricity,30.3122,GWh
Costa Rica,24-Aug,Total Exports,Electricity,11.0367,GWh
Costa Rica,24-Aug,Distribution Losses,Electricity,103.5711,GWh
Costa Rica,24-Aug,Final Consumption (Calculated),Electricity,953.2081,GWh
Costa Rica,24-Aug,Net Electricity Production,Wind,73.4836,GWh
Czech Republic,24-Aug,Net Electricity Production,Electricity,5333.0971,GWh
Czech Republic,24-Aug,Net Electricity Production,Nuclear,2350.4861,GWh
Czech Republic,24-Aug,Net Electricity Production,Hydro,193.1506,GWh
Czech Republic,24-Aug,Net Electricity Production,Total Combustible Fuels,2274.146,GWh
Czech Republic,24-Aug,Net Electricity Production,"Coal, Peat and Manufactured Gases",1632.5086,GWh
Czech Republic,24-Aug,Net Electricity Production,Oil and Petroleum Products,5.8554,GWh
Czech Republic,24-Aug,Net Electricity Production,Natural Gas,212.3985,GWh
Czech Republic,24-Aug,Net Electricity Production,Combustible Renewables,411.1831,GWh
Czech Republic,24-Aug,Net Electricity Production,Other Combustible Non-Renewables,12.2004,GWh
Czech Republic,24-Aug,Net Electricity Production,Solar,477.7532,GWh
Czech Republic,24-Aug,Net Electricity Production,Not Specified,8.9819,GWh
Czech Republic,24-Aug,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1110.6662,GWh
Czech Republic,24-Aug,Total Imports,Electricity,1170.3461,GWh
Czech Republic,24-Aug,Total Exports,Electricity,1868.9471,GWh
Czech Republic,24-Aug,Used for pumped storage,Electricity,102.6792,GWh
Czech Republic,24-Aug,Distribution Losses,Electricity,232.4661,GWh
Czech Republic,24-Aug,Final Consumption (Calculated),Electricity,4299.3508,GWh
Czech Republic,24-Aug,Net Electricity Production,Wind,28.5793,GWh
